Language: ibo
Lowest losses:
ID: ibo_544, Loss: 0.06332965940237045
ID: ibo_318, Loss: 0.15240232646465302
ID: ibo_569, Loss: 0.20057615637779236
ID: ibo_349, Loss: 0.2130364179611206
ID: ibo_144, Loss: 0.2668966054916382
Highest losses:
ID: ibo_118, Loss: 1.027355670928955
ID: ibo_396, Loss: 1.0694870948791504
ID: ibo_27, Loss: 1.1689670085906982
ID: ibo_1, Loss: 1.1925119161605835
ID: ibo_132, Loss: 1.2014352083206177
