Language: yor
Lowest losses:
ID: yor_466, Loss: 0.11122933030128479
ID: yor_329, Loss: 0.36099690198898315
ID: yor_344, Loss: 0.41073063015937805
ID: yor_320, Loss: 0.413595587015152
ID: yor_505, Loss: 0.43617308139801025
Highest losses:
ID: yor_97, Loss: 0.8969027996063232
ID: yor_158, Loss: 0.9025506377220154
ID: yor_390, Loss: 0.9449707269668579
ID: yor_393, Loss: 1.019635796546936
ID: yor_588, Loss: 1.0216981172561646
