Language: luo
Lowest losses:
ID: luo_180, Loss: 0.16481560468673706
ID: luo_82, Loss: 0.2060699313879013
ID: luo_35, Loss: 0.3876773715019226
ID: luo_156, Loss: 0.42996060848236084
ID: luo_183, Loss: 0.43738824129104614
Highest losses:
ID: luo_162, Loss: 0.7416122555732727
ID: luo_74, Loss: 0.7422313690185547
ID: luo_6, Loss: 0.7511593699455261
ID: luo_49, Loss: 0.7872316837310791
ID: luo_129, Loss: 0.788977861404419
