Language: pcm
Lowest losses:
ID: pcm_178, Loss: 0.004011819139122963
ID: pcm_513, Loss: 0.2714962363243103
ID: pcm_459, Loss: 0.297145277261734
ID: pcm_307, Loss: 0.3332439363002777
ID: pcm_376, Loss: 0.3373333811759949
Highest losses:
ID: pcm_498, Loss: 0.7682927846908569
ID: pcm_185, Loss: 0.7736949920654297
ID: pcm_318, Loss: 0.8059936761856079
ID: pcm_577, Loss: 0.8256270885467529
ID: pcm_347, Loss: 0.8416417837142944
