Language: wol
Lowest losses:
ID: wol_136, Loss: 0.1264188587665558
ID: wol_274, Loss: 0.19312579929828644
ID: wol_65, Loss: 0.2725011706352234
ID: wol_335, Loss: 0.30016058683395386
ID: wol_118, Loss: 0.33422228693962097
Highest losses:
ID: wol_170, Loss: 0.884205162525177
ID: wol_492, Loss: 0.9004833698272705
ID: wol_257, Loss: 0.9074488282203674
ID: wol_95, Loss: 0.9137597680091858
ID: wol_245, Loss: 0.9179617166519165
