Language: swa
Lowest losses:
ID: swa_137, Loss: 0.18198952078819275
ID: swa_314, Loss: 0.22803960740566254
ID: swa_293, Loss: 0.2436894178390503
ID: swa_260, Loss: 0.24494177103042603
ID: swa_174, Loss: 0.2909373641014099
Highest losses:
ID: swa_337, Loss: 0.8911435008049011
ID: swa_396, Loss: 1.0644335746765137
ID: swa_215, Loss: 1.1800436973571777
ID: swa_270, Loss: 1.1889355182647705
ID: swa_202, Loss: 1.193968415260315
