Language: zh
Lowest losses:
ID: zh_713, Loss: 0.5271595120429993
ID: zh_507, Loss: 0.542304515838623
ID: zh_321, Loss: 0.5920854806900024
ID: zh_236, Loss: 0.6249037384986877
ID: zh_701, Loss: 0.6373404860496521
Highest losses:
ID: zh_65, Loss: 0.9381670355796814
ID: zh_720, Loss: 0.9430323839187622
ID: zh_973, Loss: 0.9523388743400574
ID: zh_367, Loss: 0.9704172611236572
ID: zh_77, Loss: 1.003096103668213
