Language: hau
Lowest losses:
ID: hau_22, Loss: 0.20367859303951263
ID: hau_445, Loss: 0.33024391531944275
ID: hau_224, Loss: 0.38669493794441223
ID: hau_122, Loss: 0.3874552547931671
ID: hau_448, Loss: 0.41083645820617676
Highest losses:
ID: hau_353, Loss: 0.7800494432449341
ID: hau_245, Loss: 0.7822517156600952
ID: hau_471, Loss: 0.8442723155021667
ID: hau_313, Loss: 0.8593164086341858
ID: hau_181, Loss: 0.895545244216919
