Language: lug
Lowest losses:
ID: lug_94, Loss: 0.3558928966522217
ID: lug_302, Loss: 0.3845156133174896
ID: lug_82, Loss: 0.39271754026412964
ID: lug_276, Loss: 0.4057592451572418
ID: lug_13, Loss: 0.41844499111175537
Highest losses:
ID: lug_12, Loss: 0.7317603230476379
ID: lug_85, Loss: 0.7568458318710327
ID: lug_107, Loss: 0.7627624273300171
ID: lug_137, Loss: 0.7674179077148438
ID: lug_181, Loss: 0.7687965631484985
