Language: overall
Lowest losses:
ID: pcm_178, Loss: 0.004011819139122963
ID: cola_66, Loss: 0.0057996464893221855
ID: cola_173, Loss: 0.005925959907472134
ID: cola_562, Loss: 0.008839932270348072
ID: cola_723, Loss: 0.009317312389612198
Highest losses:
ID: ibo_132, Loss: 1.2014352083206177
ID: swa_202, Loss: 1.193968415260315
ID: ibo_1, Loss: 1.1925119161605835
ID: swa_270, Loss: 1.1889355182647705
ID: swa_215, Loss: 1.1800436973571777
