Language: kin
Lowest losses:
ID: kin_458, Loss: 0.2721323072910309
ID: kin_294, Loss: 0.2959185838699341
ID: kin_103, Loss: 0.366947203874588
ID: kin_165, Loss: 0.388057142496109
ID: kin_179, Loss: 0.39429163932800293
Highest losses:
ID: kin_237, Loss: 0.7993731498718262
ID: kin_586, Loss: 0.8329773545265198
ID: kin_42, Loss: 0.8653439283370972
ID: kin_105, Loss: 0.9145687818527222
ID: kin_33, Loss: 0.9398337602615356
